title,license,access_level,keywords,last_validation_date,update_frequency,last_update_date,last_update_location,over_due_frequency_ratio,num_hosted_data_files,num_linked_data_files,num_supporting_files,organization,groups,as_of
Apprenticeship classes by fiscal year,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship client data,License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship completion bonus in non-red-seal trades,License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship completion bonus paid to employers,License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship employer signing bonus,License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship Enhancement Fund (AEF),License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,yearly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship Innovation Fund (AIF),License Not Specified,under_review,"Education and Training, Jobs and employment",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship key performance indicator survey,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,yearly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship Scholarship for Youth - client data,License Not Specified,under_review,"Education and Training, Education and training",2016-11-17,other,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeship weekly earnings,License Not Specified,under_review,"Education and Training, Economy and Business, Jobs and employment",2016-11-17,monthly,,,,0,0,0,"Training, Colleges and Universities",,2020-09-10
Apprenticeships,Open Government Licence – Ontario,open,"Education and Training, Education and training",2014-04-09,yearly,2014-04-09,external_link,5.427397260273972,0,1,2,"Training, Colleges and Universities",,2020-09-10
Approvals given for special operating requirements,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2017-02-22,other,,,,0,0,0,Education,,2020-09-10
Approved Parents Reaching Out (PRO) grants,License Not Specified,under_review,"Housing Communities and Social Support, Education and Training, Government",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Aquaculture areas of impact,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-08-22,other,,,,0,0,0,Natural Resources and Forestry,,2020-09-10
Aquatic ecosystems in the Great Lakes Basin ,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Aquatic invasive species,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2019-03-12,never,2019-03-12,external_link,,0,6,2,Natural Resources and Forestry,,2020-09-10
Aquatic Landscape Inventory System  ,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Aquatic resource area line segment,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Aquatic resource area polygon segment,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Aquatic Resource Area Survey Point,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,1,0,Natural Resources and Forestry,,2020-09-10
Arbitrator fee schedule,License Not Specified,restricted,"Housing Communities and Social Support, Education and Training, Government",2016-08-03,as_required,,,,0,0,0,Labour,,2020-09-10
Arc hydro quaternary watershed sessions,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2020-05-13,never,2020-05-13,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Archaeological licences,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Archaeological Site Form Review data,License Not Specified,under_review,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Archaeological Site Lead data,License Not Specified,restricted,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Archaeologically surveyed lands,License Not Specified,restricted,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Architected Payment Development Term,License Not Specified,restricted,"Government and Finance, Health, Health and wellness",2018-07-26,as_required,,,,0,0,0,Health,,2020-09-10
Archives Descriptive Guide,Open Government Licence – Ontario,open,"Government and Finance, Travel and recreation",2020-06-04,yearly,2020-06-04,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Archives of Ontario customer service statistics,Open Government Licence – Ontario,open,"Government and Finance, Government",2020-06-04,yearly,2020-06-04,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Archives of Ontario photographs and maps,Open Government Licence – Ontario,open,"Culture and Recreation, Government and Finance, Travel and recreation",2020-06-04,yearly,2020-06-04,hosted,,1,0,0,Government and Consumer Services,,2020-09-10
Archives of Ontario - public programming attendance and digital materials,License Not Specified,under_review,"Culture and Recreation, Government and Finance, Arts and culture",2016-10-05,yearly,,,,0,0,0,Government and Consumer Services,,2020-09-10
Archives of Ontario Records Retention Schedule Database,License Not Specified,restricted,"Government and Finance, Government",2016-10-05,other,,,,0,0,0,Government and Consumer Services,,2020-09-10
Archives of Ontario Tours and Speakers Bureau,Open Government Licence – Ontario,open,"Culture and Recreation, Government and Finance, Government",2013-05-10,as_required,2013-05-10,external_link,,0,2,0,Government and Consumer Services,,2020-09-10
Archives of Ontario’s Library Catalogue,License Not Specified,under_review,"Culture and Recreation, Government and Finance, Government",2016-10-05,monthly,,,,0,0,0,Government and Consumer Services,,2020-09-10
Areas of High Quality Natural Cover in the Lake Simcoe Watershed,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2013-07-02,as_required,2013-07-02,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Areas of Natural and Scientific Interest,Open Government Licence – Ontario,open,"Economy and Business, Environment and Natural Resources, Environment and energy",2015-04-30,as_required,2015-04-30,external_link,,0,2,0,Natural Resources and Forestry,,2020-09-10
Art Collection Tracking System,License Not Specified,restricted,"Culture and Recreation, Government and Finance, Travel and recreation",2016-10-05,as_required,,,,0,0,0,Government and Consumer Services,,2020-09-10
Asphalt cement low temperature performance testing data,License Not Specified,restricted,"Infrastructure and Transportation, Driving and roads",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Asphalt cement price fluctuation data,License Not Specified,under_review,"Infrastructure and Transportation, Driving and roads",2017-04-03,monthly,,,,0,0,0,Transportation,,2020-09-10
Asphalt cement sample data,License Not Specified,restricted,"Infrastructure and Transportation, Driving and roads",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Asphalt lift thickness data,License Not Specified,restricted,"Infrastructure and Transportation, Driving and roads",2017-04-03,as_required,,,,0,0,0,Transportation,,2020-09-10
Asphalt sample chemical analysis,License Not Specified,restricted,"Infrastructure and Transportation, Driving and roads",2017-04-03,other,,,,0,0,0,Transportation,,2020-09-10
Assessment File Research Image database,License Not Specified,under_review,"Economy and Business, Environment and Natural Resources, Government",2016-10-13,yearly,,,,0,0,0,"Energy, Northern Development and Mines",,2020-09-10
Assessment Files,Ministry Terms of Use,open,"Economy and Business, Environment and Natural Resources, Rural and north",2020-09-01,monthly,2020-09-01,external_link,,0,1,0,"Energy, Northern Development and Mines",,2020-09-10
Asset management data,License Not Specified,under_review,"Infrastructure and Transportation, Government",2017-04-03,yearly,,,,0,0,0,Transportation,,2020-09-10
Asset Management Information System,License Not Specified,restricted,"Economy and Business, Culture and Recreation, Government",2016-09-16,other,,,,0,0,0,"Tourism, Culture and Sport",,2020-09-10
Asset Management survey results,License Not Specified,under_review,"Housing Communities and Social Support, Government",2017-01-06,other,,,,0,0,0,Municipal Affairs and Housing,,2020-09-10
Assigned subject by educator,License Not Specified,restricted,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Assigned subject grade by educator,License Not Specified,restricted,"Education and Training, Education and training",2017-02-22,yearly,,,,0,0,0,Education,,2020-09-10
Assistive Devices Application Management (ADAM) system,License Not Specified,restricted,"Health, Health and wellness",2018-07-26,other,,,,0,0,0,Health,,2020-09-10
Attendance at Government Agencies,Ontario.ca Terms of Use,open,"Economy and Business, Culture and Recreation, Government",2018-08-09,monthly,2018-08-09,external_link,24.4,0,2,0,"Tourism, Culture and Sport",,2020-09-10
Autism service regions,Open Government Licence – Ontario,open,"Housing Communities and Social Support, Health and wellness",2015-04-30,as_required,2015-04-30,external_link,,0,1,0,"Children, Community and Social Services",,2020-09-10
Automated Records Management System (ARMS),License Not Specified,restricted,"Government and Finance, Government",2016-10-05,other,,,,0,0,0,Government and Consumer Services,,2020-09-10
